Button #1,Button #2,Button #3,Button #4,Button #5,Button #6,Button #7,Button #8,Button #9
Up,B,Up,Down,B,Down,Right,C,Down
Up,B,Up,Down,B,Down,C,Right,Right
Up,B,Up,Down,B,Down,C,C,Left
Up,B,Up,Down,B,Down,A,Down,Up
Up,B,Up,Down,B,Down,A,Left,Down
Up,B,Up,Down,B,Down,A,Right,Left
Up,B,Up,Down,B,Down,A,C,Right
Up,B,Up,Down,B,Down,A,A,C
Up,B,Up,Down,B,Down,A,B,A
Up,B,Up,Down,B,Down,B,C,C
Up,B,Up,Down,B,Down,B,A,Right
Up,B,Up,Down,B,Left,Up,Up,Right
Up,B,Up,Down,B,Right,Up,Down,Right
Up,B,Up,Down,B,Right,Up,C,Up
Up,B,Up,Down,B,C,Up,Left,Right
Up,B,Up,Down,B,C,Up,C,Down
Up,B,Up,Down,B,A,Up,Right,Right
Up,B,Up,Down,B,A,Up,C,Left
Up,B,Up,Down,B,B,Up,Down,Up
Up,B,Up,Down,B,B,Up,Left,Down
Up,B,Up,Down,B,B,Up,Right,Left
Up,B,Up,Down,B,B,Up,C,Right
Up,B,Up,Down,B,B,Up,A,C
Up,B,Up,Down,B,B,Up,B,A
Up,B,Up,Left,Up,Up,Up,Right,Right
Up,B,Up,Left,Up,Up,Up,C,Left
Up,B,Up,Right,Up,Down,Up,Right,Right
Up,B,Up,Right,Up,Down,Up,C,Left
Up,B,Up,Right,Up,Left,Down,Right,Right
Up,B,Up,Right,Up,Left,Down,C,Left
Up,B,Up,Right,Up,Left,C,Up,Right
Up,B,Up,Right,Up,Left,A,Up,Left
Up,B,Up,Right,Up,Right,Left,Right,Right
Up,B,Up,Right,Up,Right,Left,C,Left
Up,B,Up,Right,Up,Right,C,Down,Right
Up,B,Up,Right,Up,Right,C,C,Up
Up,B,Up,Right,Up,Right,A,Down,Left
Up,B,Up,Right,Up,Right,A,Right,Up
Up,B,Up,Right,Up,C,Right,Right,Right
Up,B,Up,Right,Up,C,Right,C,Left
Up,B,Up,Right,Up,C,C,Left,Right
Up,B,Up,Right,Up,C,C,C,Down
Up,B,Up,Right,Up,C,A,Left,Left
Up,B,Up,Right,Up,C,A,Right,Down
Up,B,Up,Right,Up,A,Down,Up,Right
Up,B,Up,Right,Up,A,Left,Down,Right
Up,B,Up,Right,Up,A,Left,C,Up
Up,B,Up,Right,Up,A,Right,Left,Right
Up,B,Up,Right,Up,A,Right,C,Down
Up,B,Up,Right,Up,A,C,Right,Right
Up,B,Up,Right,Up,A,C,C,Left
Up,B,Up,Right,Up,A,A,Down,Up
Up,B,Up,Right,Up,A,A,Left,Down
Up,B,Up,Right,Up,A,A,Right,Left
Up,B,Up,Right,Up,A,A,C,Right
Up,B,Up,Right,Up,A,A,A,C
Up,B,Up,Right,Up,A,A,B,A
Up,B,Up,Right,Up,A,B,C,C
Up,B,Up,Right,Up,A,B,A,Right
Up,B,Up,Right,Up,B,Down,Up,Left
Up,B,Up,Right,Up,B,Left,Down,Left
Up,B,Up,Right,Up,B,Left,Right,Up
Up,B,Up,Right,Up,B,Right,Left,Left
Up,B,Up,Right,Up,B,Right,Right,Down
Up,B,Up,Right,Up,B,C,Down,Up
Up,B,Up,Right,Up,B,C,Left,Down
Up,B,Up,Right,Up,B,C,Right,Left
Up,B,Up,Right,Up,B,C,C,Right
Up,B,Up,Right,Up,B,C,A,C
Up,B,Up,Right,Up,B,C,B,A
Up,B,Up,Right,Up,B,A,Right,Right
Up,B,Up,Right,Up,B,A,C,Left
Up,B,Up,Right,Up,B,B,Right,C
Up,B,Up,Right,Up,B,B,A,Left
Up,B,Up,C,Up,Down,Down,Right,Right
Up,B,Up,C,Up,Down,Down,C,Left
Up,B,Up,C,Up,Down,C,Up,Right
Up,B,Up,C,Up,Down,A,Up,Left
Up,B,Up,C,Up,Left,Up,Right,Right
Up,B,Up,C,Up,Left,Up,C,Left
Up,B,Up,C,Up,A,Up,Up,Right
Up,B,Up,C,Up,B,Up,Up,Left
Up,B,Up,A,Up,Down,Left,Right,Right
Up,B,Up,A,Up,Down,Left,C,Left
Up,B,Up,A,Up,Down,C,Down,Right
Up,B,Up,A,Up,Down,C,C,Up
Up,B,Up,A,Up,Down,A,Down,Left
Up,B,Up,A,Up,Down,A,Right,Up
Up,B,Up,A,Up,Right,Up,Right,Right
Up,B,Up,A,Up,Right,Up,C,Left
Up,B,Up,A,Up,A,Up,Down,Right
Up,B,Up,A,Up,A,Up,C,Up
Up,B,Up,A,Up,B,Up,Down,Left
Up,B,Up,A,Up,B,Up,Right,Up
Up,B,Up,B,Up,Down,Right,Right,Right
Up,B,Up,B,Up,Down,Right,C,Left
Up,B,Up,B,Up,Down,C,Left,Right
Up,B,Up,B,Up,Down,C,C,Down
Up,B,Up,B,Up,Down,A,Left,Left
Up,B,Up,B,Up,Down,A,Right,Down
Up,B,Up,B,Up,C,Up,Right,Right
Up,B,Up,B,Up,C,Up,C,Left
Up,B,Up,B,Up,A,Up,Left,Right
Up,B,Up,B,Up,A,Up,C,Down
Up,B,Up,B,Up,B,Up,Left,Left
Up,B,Up,B,Up,B,Up,Right,Down
